drugName	condition	review	rating	date	usefulCount
Abilify (Intramuscular)	Schizoaffective Disorder	This is a terrible drug!! I would recommend to never take this. I was on it for 3 months and it was the worst 3 months of my life. My anxiety and depression got so much worse and I felt as if I was trapped with no where to go or no hope. It also made me feel as if I were out of reality .	1	April 18, 2020	11
Abilify (Intramuscular)	Major Depressive Disorder	"Abilify helped me go from hardly being able to get off the couch for months to cleaning the house. Things feel ""possible"", and you see something and think ""I'll take care of that now."" I'd say it doesn't make your mental state better so much as it fixes the body depression.   I take abilify for MDD with Wellbutrin, and they're a great combo for me. The wellbutrin is great for my mood, and abilify allows me to get off the couch. I was worried when I started taking abilify because I didn't feel anything at all until day 9 or 10, so give it some time to start working.  I haven't experienced any side effects, and have actually lost weight because of how much more I'm moving around. I'm on 4mg (two 2mg pills). One weird thing about the pills is that they're TINY, like 1/4 the size of a tic tac, no joke."	10	April 17, 2020	43
Abilify (Intramuscular)	Schizophrenia	Whilst being forced to take this drug Abilify, on several occasions maybe around 10 or so times, mid stream during urinating my stream would suddenly stop and ejaculation would flow out and this is also very painful. This stopped happening when I stopped taking the drug.	1	April 7, 2020	7
Abilify (Intramuscular)	Schizophrenia	I'm on Abilify and no longer hearing voices but I still see people who aren't there. Even while on the highest dose of this medication 400mg injection.. I also feel like a zombie most of the time. I'm too tired even to go grocery shopping at times. I'm myself again but I'm not quite the same. I've gained weight 30 plus pounds and I've been on the drug for 3 years. I tried going off of it to 300 and the side effects were my moodiness returned... Sometimes I question if my diagnosis was correct or they are just pushing this drug out to anyone who claims they are depressed.	5	April 2, 2020	16
Abilify (Intramuscular)	Schizophrenia	When I was first diagnosed with psychosis, about six years ago, they put me on risperidone. It was only recently that I discovered that, for all that time, even a moderate dose like 3.5mg/night was making me sleepy ALL DAY, I had no motivation, I became completely inert, I gained a lot of weight, maybe 50 or so pounds, which is a lot for my height. They recently switched me to abilify, and I’ve gotta say, it’s a hundred times better! I’m back to being “up”, I’m interested in things again, in being productive, I can even work. As for the weight, it doesn’t give me the appetite that risperidone did, nor does it mess up my blood sugar levels like risperidone did. There’s still a bit of fatigue, but my concerta, prescribed for ADD, nips that in the bud, and besides, even without the c, the fatigue levels are just nowhere near risperidone levels. TL;DR in terms of fatigue, motivation levels and weight gain, abilify is, by FAR, the better choice over risperidone.	8	March 26, 2020	44
Abilify (Intramuscular)	Schizoaffective Disorder	Abilify is the worst possibly drug. Gain weight  Zombie  Restless  No sleep really totally insomnia.  It's horrible. Stay away from this. Holy moly	1	March 21, 2020	8
Abilify (Intramuscular)	Schizoaffective Disorder	I have schizophrenia, anxiety (generalized anxiety disorder and panic disorder), and depression. I started wellbutrin and abilify 4 days ago and I also take Loxapine. Because I started Wellbutrin and Abilify at the same time, I'm not sure which one is working for my anxiety. But it was at a solid 8.6/10 and now it's down to 5.5/10. So whatever Abilify and wellbutrin is doing, it's working for my anxiety a lot.	8	March 13, 2020	23
Abilify (Intramuscular)	Schizophrenia	This drug is okay for Psychosis but it can make me tired at times and sometimes I cannot sleep. I have insomnia from it. It takes away the bad thought but can make me have OCD like thought patterns and ruminating thoughts. I have been having odd side affects from it as well like blurred vision needing to look up all the time and sensitivity to light in my eyes.  I feel more tired on it then I do off of it. My dose I take 400mg monthly and these are the side affects I am getting off of it.	6	March 10, 2020	11
Abilify (Intramuscular)	Bipolar Disorder	Abilify and zoloft work well for my bipolar depression. My mood was never been so controlled, I feel like a new and normal person. It kills my sex drive so I also take a supplement for women which helps a lot.	10	March 7, 2020	43
Abilify (Intramuscular)	Schizophrenia	My son was diagnosed with schizophrenia in 2017 at the age of 21. He tried just about every psychiatric medications in the market over a period of two years with little improvements and lots of side effects including weight gain etc..  Finally he was put on Abilify 20mg daily tablets ,within less than a month his condition started to improve significantly. He is now on a monthly injection which is very convenient. No side effects what so ever. It is now almost a year and we are very pleased with the results. Abilify was a god send.	9	March 3, 2020	35
